gstr2b_id,vendor_gstin,invoice_number,invoice_date,taxable_value,cgst,sgst,igst,itc_available,filing_period
8a099865-06d7-4575-a9e5-7bdeb9b5ce65,19LYXQR1956K7ZI,INV/26-27/32659,2026-01-02,72027.52,0.0,0.0,12964.95,12964.95,2026-03
1e24c852-450b-4d7b-a593-f7fd639e2aa9,24ZTSCE2030L6ZR,INV/26-27/16386,2026-05-31,2921.27,262.91,262.91,0.0,525.82,2026-05
c50207be-9320-47c8-b600-ffb630149ccd,19NCNYB7854A1ZU,INV-96518,2026-05-08,21882.97,0.0,0.0,3938.93,3938.93,2026-05
a81e09bc-8ad1-4757-a938-1198742e8c17,19NCNYB7854A1ZU,INV-06670,2026-03-13,23977.1,0.0,0.0,4315.88,4315.88,2026-03
6aca15e8-cc27-4031-8752-f1ed6c9f5e54,29VOPVG7752E3ZY,INV-68620,2026-02-08,29181.31,0.0,0.0,1459.07,1459.07,2026-03
3031e9db-3265-4b52-87c6-b27384fa5e69,29ZDTPU2544S7ZJ,INV-32859,2026-01-28,38184.18,0.0,0.0,4582.1,4582.1,2026-01
efa3a6b4-1c66-4804-8ad5-ba604b6435ac,19BQAKM4384E7ZB,INV-82968,2026-02-11,70153.44,0.0,0.0,8418.41,8418.41,2026-03
f45d5b99-e064-4d87-8283-1c50c7d1636d,29NNDJB2245J9Z0,TX-91577,2026-02-01,86172.71,7755.54,7755.54,0.0,15511.08,2026-03
6edffb73-079b-49d5-b934-4f7bbb550ecf,19LYXQR1956K7ZI,QT-87393,2026-03-10,10724.4,643.46,643.46,0.0,1286.92,2026-04
db7285e4-e794-4148-ba48-7cfe3cf4b194,27HHPZM1535R7ZT,QT-57695,2026-04-13,146624.99,0.0,0.0,41055.0,41055.0,2026-05
36439228-14fb-4905-a3d9-212b12f661fe,19RKWYK9023D9ZD,TX-50446,2026-04-13,23255.29,0.0,0.0,4185.95,4185.95,2026-04
5a33592a-f932-43dc-b3a5-ca35fb1f76e0,33MHMKR7789T9Z1,RE-57120,2026-03-21,15787.32,2210.22,2210.22,0.0,4420.44,2026-03
d88a68ef-cc7b-4338-aae3-f7f67f5fd6b2,07BQNFU3961D3ZG,RE-64895,2026-05-16,31391.67,0.0,0.0,3767.0,3767.0,2026-06
ee83fb7e-3ff2-4617-a50f-b6b9fef10a5e,29QDMBJ2373Y7ZG,INV/26-27/0649,2026-04-21,47316.28,1182.91,1182.91,0.0,2365.82,2026-05
6ce8ee48-fe3b-4130-830a-d52334f7ebea,07BQNFU3961D3ZG,TX-89056,2026-03-01,15889.99,0.0,0.0,794.5,794.5,2026-03
5ae21cf5-58e1-4236-a2ca-a039639b71ad,27HHPZM1535R7ZT,TX-56596,2026-02-21,1811.1,0.0,0.0,90.56,90.56,2026-02
53f4ade6-dcc1-4a77-81e9-d1347d4d9e9a,07TREUM7749S6ZK,INV/26-27/74275,2026-03-03,26150.41,3661.06,3661.06,0.0,7322.12,2026-04
6a739d56-d695-4e83-8129-f9b81913ec5a,24ZTSCE2030L6ZR,RE-65294,2026-03-23,46524.1,0.0,0.0,13026.75,13026.75,2026-03
30b49dff-380e-43e0-b83a-afdf1541e51f,07XRVQY2624H6Z6,RE-59961,2026-03-06,60846.32,0.0,0.0,10952.34,10952.34,2026-03
49536dab-7816-416f-b0cf-bdf973faef3e,29OKGWZ6106L5ZP,QT-93139,2026-05-18,9520.01,0.0,0.0,1142.4,1142.4,2026-05
6089065d-db76-42ca-a72e-79d601dd54d0,09LSGIX0131G2ZQ,RE-80574,2026-05-30,22180.73,0.0,0.0,6210.6,6210.6,2026-05
92b212ee-6669-49ad-b292-bb386cb0e9d3,32QMUCF6354Q6ZR,TX-89654,2026-05-18,9084.97,227.12,227.12,0.0,454.24,2026-06
07c573c6-2ced-4dc8-83e4-2c5ff551b18e,27RKHBU3568K1Z7,RE-41001,2026-02-02,22362.27,0.0,0.0,2683.47,2683.47,2026-02
1a555b8f-9783-4e19-8d0a-795da75db940,19BHZYV0269B6ZF,INV/26-27/19727,2026-01-10,14068.49,0.0,0.0,1688.22,1688.22,2026-02
03b65115-68f8-4030-bc19-5fedd044903a,07OVPDD3878L4ZF,RE-20403,2026-03-15,10402.04,0.0,0.0,1248.24,1248.24,2026-05
9f8ad7ff-349c-4690-b7f0-08be75adb315,29NNDJB2245J9Z0,INV/26-27/7033,2026-05-07,238131.8,21431.86,21431.86,0.0,42863.72,2026-05
64be813a-8237-4124-bcb2-4abe1deb87ab,27RKHBU3568K1Z7,INV/26-27/37105,2026-05-16,55200.61,0.0,0.0,15456.17,15456.17,2026-06
0af93134-4378-4417-ad24-618f72da6be9,29VHJHS1002E8Z6,INV/26-27/24130,2026-05-12,452935.25,63410.94,63410.94,0.0,126821.88,2026-06
a8fda036-1c59-4a3e-8c6f-9343ac985456,24VZGOJ9588I7ZL,INV/26-27/11278,2026-01-07,3541.68,0.0,0.0,425.0,425.0,2026-01
367063ee-9cd1-4ae5-95f2-2127664f5ec5,32KFKXP6873A6ZJ,TX-62222,2026-02-26,16597.35,0.0,0.0,4647.26,4647.26,2026-02
30e95373-4dd1-40ea-a217-c2bef92b34fd,19RKWYK9023D9ZD,INV/26-27/44244,2026-03-24,85311.08,0.0,0.0,4265.55,4265.55,2026-03
5fc4b51f-cd97-4c7b-b15c-5b47de2bbf4c,29UFUSM5911O9ZZ,QT-89567,2026-03-05,106269.89,0.0,0.0,12752.39,12752.39,2026-03
50717508-cb88-4b52-82fa-25e7ec83a29c,33MHMKR7789T9Z1,INV-45318,2026-01-16,59587.18,0.0,0.0,7150.46,7150.46,2026-01
2a37c2ab-a1eb-4e84-91f9-daac3ce731e5,32GGZUX1654Y5ZO,INV-28974,2026-04-26,38414.84,0.0,0.0,10756.16,10756.16,2026-04
ba23f1cc-bdcc-40e1-981e-5702d5338904,33OGUBT7836U3ZV,TX-87551,2026-01-23,48972.62,0.0,0.0,2448.63,2448.63,2026-01
2d10e063-46b8-4b6b-b6e1-07edf69121ce,32XEPQM0336F6ZQ,QT-32897,2026-02-23,80254.63,0.0,0.0,22471.3,22471.3,2026-02
d878233c-ff84-42fd-bdd6-9f05dd5d6dc9,19YFSGK6237C1ZT,INV-60738,2026-02-08,104234.3,0.0,0.0,12508.12,12508.12,2026-03
092001d3-e2dd-4084-bb1f-6b000ac2be9d,24MLHTC4264V5Z2,TX-71483,2026-03-23,3249.87,0.0,0.0,389.98,389.98,2026-03
0752c14a-8189-41b7-b2c5-d1cca6c13afe,19UWKQE9898N1ZB,INV-05715,2026-05-31,5167.58,0.0,0.0,620.11,620.11,2026-06
5c587879-c6ee-46ca-b692-125565a39803,19RKWYK9023D9ZD,TX-43347,2026-03-14,28018.66,0.0,0.0,3362.24,3362.24,2026-03
4187fe5a-e36b-4ed9-ae08-54d5bccb6ff7,07XRVQY2624H6Z6,RE-37362,2026-01-17,171072.14,0.0,0.0,30792.99,30792.99,2026-01
9b628470-9ee2-4c6f-83f9-752359a170e7,33OGUBT7836U3ZV,INV-67460,2026-04-04,12852.2,0.0,0.0,2313.4,2313.4,2026-04
7dd24b20-ca66-40ea-bd0d-2264ac7101c7,07XRVQY2624H6Z6,QT-53981,2026-01-04,75858.01,0.0,0.0,9102.96,9102.96,2026-02
810a6d2b-3d33-47ab-b0ab-90f192e04fd5,07BSZNP3937V1ZL,TX-96570,2026-03-11,33870.7,0.0,0.0,4064.48,4064.48,2026-03
2720559d-7d6a-4edc-8dd4-2e6193f650de,33NUYTR2660Y4ZJ,QT-44370,2026-04-01,33069.07,1984.14,1984.14,0.0,3968.28,2026-04
2c38456b-6eb3-4a4f-b519-bbe48d2c0bc2,32JTGJQ3646R6ZE,TX-05908,2026-03-11,6869.03,0.0,0.0,824.28,824.28,2026-04
468a2ea9-a0fb-43f6-bb6a-b64d77413db8,19UWKQE9898N1ZB,RE-10156,2026-02-26,4392.23,263.53,263.53,0.0,527.06,2026-02
5125ced8-43ac-42e5-9072-bad31bacf41b,33JJHSA8308Y1ZV,INV/26-27/40816,2026-02-18,3721.61,0.0,0.0,186.08,186.08,2026-02
818da57e-1749-4455-9766-c61bee61646c,07BSZNP3937V1ZL,TX-17444,2026-05-23,21547.88,0.0,0.0,3878.62,3878.62,2026-06
f7a3c226-06be-4e40-891b-24238e867bb1,19LRJDX0800X6Z8,RE-27843,2026-03-17,13109.83,0.0,0.0,655.49,655.49,2026-03
0f756807-91e6-4010-b3fa-9443dd54214e,27TBYFB9002A3ZF,QT-39774,2026-04-13,14103.03,0.0,0.0,1692.36,1692.36,2026-04
2b770ed2-b21f-480b-b6ea-a218ac68c308,07BSZNP3937V1ZL,QT-27573,2026-05-13,2951.36,0.0,0.0,531.24,531.24,2026-05
d9b4ebed-5d69-43b9-968d-4988cc946d02,29VOPVG7752E3ZY,INV/26-27/74825,2026-05-03,13865.56,0.0,0.0,1663.87,1663.87,2026-05
c87cfaeb-375f-4f9f-a9a0-deb615bd113d,19WWLNL7461P5ZL,TX-96261,2026-02-10,40827.74,0.0,0.0,11431.77,11431.77,2026-02
b72311c9-228f-4cec-9e4e-61226f9d14d6,19BHZYV0269B6ZF,TX-13810,2026-01-12,89565.42,0.0,0.0,25078.32,25078.32,2026-01
b3c28732-0490-4a05-b814-0924f4bb8791,32JTGJQ3646R6ZE,INV/26-27/65819,2026-05-21,68187.77,9546.29,9546.29,0.0,19092.58,2026-05
1b62676d-7501-4255-837e-fb7e356a96ba,09VBEHT5216W7ZH,INV-98817,2026-03-04,141905.32,0.0,0.0,25542.96,25542.96,2026-03
cb2470f3-a70f-4b6d-9831-5258b7a3eabc,19WWLNL7461P5ZL,TX-11362,2026-02-28,1100.63,0.0,0.0,132.08,132.08,2026-03
cc15eb35-8c81-49bd-9fed-69c02c4688e5,07TREUM7749S6ZK,INV/26-27/71363,2026-01-08,30384.9,0.0,0.0,8507.77,8507.77,2026-02
02d683aa-149b-4a38-a3a8-2f0437f96e4f,19SHGDF1571G8ZH,TX-64728,2026-03-05,80241.57,0.0,0.0,4012.08,4012.08,2026-02
302da670-7cc6-4e30-b26d-45eded753237,27CLHAU6275N9Z0,INV-50536,2026-02-25,48244.98,0.0,0.0,2412.25,2412.25,2026-03
23da0582-ff90-4d10-a347-d1705d4e3131,33JJHSA8308Y1ZV,INV/26-27/28345,2026-01-19,1178.97,0.0,0.0,141.48,141.48,2026-02
f006c647-9d37-4b42-9581-4ef148e48826,19IYITE9127Q9ZX,RE-23257,2026-01-21,7122.33,0.0,0.0,1994.25,1994.25,2026-02
b043824c-c429-4a06-a544-316b731751c6,24OUECW6291O5ZT,RE-02382,2026-03-04,74194.36,0.0,0.0,13354.98,13354.98,2026-04
6dc2ded4-afb0-408a-b2b8-ede615b81a38,19YFSGK6237C1ZT,INV-90474,2026-01-27,78571.79,0.0,0.0,3928.59,3928.59,2026-01
ca8c26ee-10a7-4eb1-a6e5-0ad3b4cf50e0,24ZTSCE2030L6ZR,INV/26-27/99322,2026-02-14,114856.46,10337.08,10337.08,0.0,20674.16,2026-02
74a97e84-755e-4b55-976c-8dbabf720cc8,33WJOCH2457T9Z1,INV-48853,2026-01-19,47454.7,0.0,0.0,2372.74,2372.74,2026-01
3b84d9f1-0acf-41cc-ae0e-ab401e35fba3,19UWKQE9898N1ZB,RE-31119,2026-05-14,4795.55,0.0,0.0,239.78,239.78,2026-06
36f541f3-1e14-42c5-90b1-a1176d9997bd,07CHTED5959F5ZU,INV-03278,2026-04-06,65583.13,0.0,0.0,11804.96,11804.96,2026-03
ffc38239-30d6-4ca5-b784-351ed39e8773,32MIZGW1045V1Z9,INV-12941,2026-04-22,15904.07,0.0,0.0,1908.49,1908.49,2026-04
a0f37e82-efdb-4b77-9786-3f682babc769,07AGMWB4616P7ZF,INV-52546,2026-04-25,6091.6,0.0,0.0,1705.65,1705.65,2026-03
3be50c20-3a33-4b4b-a808-0ad53d964d02,33MHMKR7789T9Z1,RE-00926,2026-02-15,12366.63,1113.0,1113.0,0.0,2226.0,2026-03
ddba1fa2-ce81-451c-a1b8-eaa55f9bd0be,29YDDCO2672U5ZW,INV/26-27/22429,2026-01-11,11143.39,0.0,0.0,2005.81,2005.81,2026-01
24b96ad3-72b1-4a41-838b-9c924f7e0216,29NNDJB2245J9Z0,QT-25872,2026-01-20,15260.46,1373.44,1373.44,0.0,2746.88,2026-01
aecd47d6-e70a-4dd9-9a10-f6b62bec0a26,19YFSGK6237C1ZT,RE-34008,2026-05-09,29360.82,0.0,0.0,8221.03,8221.03,2026-05
432d31d3-43b0-4093-83db-a8d17fbaff1b,24MLHTC4264V5Z2,QT-57169,2026-04-26,37535.63,0.0,0.0,1876.78,1876.78,2026-05
4d24c730-14b5-4573-aa7a-dae5a0f0da17,19UWKQE9898N1ZB,QT-66839,2026-03-01,24685.53,0.0,0.0,2962.26,2962.26,2026-03
d6f156d4-093a-48ea-8a68-ffebcccbba68,09SSLRY7669N2ZY,INV/26-27/71893,2026-02-17,1968.78,0.0,0.0,236.25,236.25,2026-02
e643b45c-2af2-4097-a483-bd9ff2da5224,29OFSTE6718J2Z1,INV-25334,2026-03-07,26792.26,0.0,0.0,1339.61,1339.61,2026-04
9dd88ad3-52a8-42ad-96d2-4b3f060cdd83,24CSWQT7242K8ZP,INV-87595,2026-04-11,4892.71,0.0,0.0,1369.96,1369.96,2026-05
c0ad2a9b-abf2-4d3f-9ae4-2c3f09ac7e6c,32XHKDY3408E7ZT,INV/26-27/82675,2026-01-23,84822.03,0.0,0.0,4241.1,4241.1,2026-02
088101e2-a9c5-4662-9b46-cdaa2b4b61e7,09SSLRY7669N2ZY,RE-86199,2026-05-14,56266.56,0.0,0.0,15754.64,15754.64,2026-06
065257ac-fbf2-451d-b107-62effe3e4777,09OQIDS9990V7ZW,QT-16941,2026-03-10,42692.34,0.0,0.0,2134.62,2134.62,2026-03
fdce1909-97d1-4873-93c4-dc0862c77d55,29VOPVG7752E3ZY,QT-43399,2026-01-20,12816.17,0.0,0.0,640.81,640.81,2026-01
aa8e718f-b4a9-4bf8-bffa-c1e265d8041e,32PYTBX5165B8Z6,INV-32976,2026-03-31,11056.08,0.0,0.0,1326.73,1326.73,2026-03
ef32491f-46a4-43f4-a1bf-c4679b5e4d1e,19EFUIW7209C4ZQ,INV/26-27/7776,2026-04-01,35721.15,0.0,0.0,6429.81,6429.81,2026-04
383836a8-e1c0-4c4d-a45d-b0dd5c735aaf,33JJHSA8308Y1ZV,RE-65386,2026-02-14,64657.17,0.0,0.0,11638.29,11638.29,2026-01
2d5eeecc-eb53-45f6-b3d6-830c2667dd08,29OFSTE6718J2Z1,QT-03934,2026-03-04,17430.02,1568.7,1568.7,0.0,3137.4,2026-04
c9bf6f18-4a00-49b6-a968-37971186ceef,32XEPQM0336F6ZQ,INV/26-27/88779,2026-04-27,29526.65,0.0,0.0,8267.46,8267.46,2026-06
c6ca1c27-7677-4868-ad9a-69f8ae18e6fd,32GGZUX1654Y5ZO,INV-72493,2026-05-22,22167.59,0.0,0.0,2660.11,2660.11,2026-05
2fa44ff8-5e7c-4d70-855c-5b0d97198c49,29YFFRE1004T8ZI,QT-00390,2026-04-10,20188.89,0.0,0.0,1009.44,1009.44,2026-04
9953c888-3b3e-4892-a2db-0ca807954c9c,33NUYTR2660Y4ZJ,QT-52214,2026-02-20,44920.63,0.0,0.0,12577.78,12577.78,2026-03
e27dcf26-eb03-4f0b-b743-3206d4df7a41,32PYTBX5165B8Z6,TX-23849,2026-02-25,22099.13,1988.92,1988.92,0.0,3977.84,2026-03
bc379c00-8ae3-469e-a458-0b9e3df6890a,27HHPZM1535R7ZT,INV/26-27/35507,2026-03-16,1252.58,0.0,0.0,225.46,225.46,2026-03
5d67f339-7ab8-4bb4-9104-de95f1a847ba,33NQMLB2128P2Z1,INV/26-27/10624,2026-05-22,1400.62,0.0,0.0,252.11,252.11,2026-05
6d3994f9-cbbb-40cc-9420-460c0124e4fc,19LYXQR1956K7ZI,INV/26-27/81795,2026-01-29,79280.07,0.0,0.0,22198.42,22198.42,2026-02
99651907-ee73-4308-b567-a1fc519c4a33,29MBTFR6385C7Z0,QT-23336,2026-05-31,24936.55,2244.29,2244.29,0.0,4488.58,2026-05
97858f6a-12fe-4963-a1a8-b114e05cbbfe,32XDLYF4300Q6ZF,RE-69247,2026-05-07,121683.65,0.0,0.0,21903.06,21903.06,2026-05
2241c04a-a816-4d09-8a42-4c5e8483a3b6,32CBLIG0985A5Z2,QT-85317,2026-01-20,10799.19,0.0,0.0,1295.9,1295.9,2026-01
64594888-eb27-4eb1-81c6-1a47be5e6cc0,24YFPVG6368Z1ZM,QT-42505,2026-02-20,3479.9,0.0,0.0,417.59,417.59,2026-02
63875773-8287-4b76-ba27-962e708a56b3,33WJOCH2457T9Z1,RE-83880,2026-04-09,5086.85,0.0,0.0,254.34,254.34,2026-04
24490aea-8adc-41c0-89d8-32c414cf3ab5,29MBTFR6385C7Z0,INV-95079,2026-01-07,185753.26,0.0,0.0,22290.39,22290.39,2025-12
be2744fe-2691-4519-8b2d-63ba9c7cf63f,29UFUSM5911O9ZZ,INV/26-27/8371,2026-05-13,48483.08,1212.08,1212.08,0.0,2424.16,2026-05
f2935c21-09e5-427c-a6c3-08a89034ef94,19NCNYB7854A1ZU,INV-45875,2026-05-29,9439.25,0.0,0.0,471.96,471.96,2026-06
6da91d1d-52d8-49bb-952f-d22ec82a51d1,19BHZYV0269B6ZF,INV-00216,2026-03-07,38032.68,0.0,0.0,4563.92,4563.92,2026-03
de926433-0f1e-435c-bdb0-74e4a86e8dbf,27RKHBU3568K1Z7,RE-51264,2026-01-21,62322.28,0.0,0.0,7478.67,7478.67,2026-02
9d82d13a-ae9f-4843-a4b2-59e89f35d29e,32JTGJQ3646R6ZE,TX-80988,2026-04-26,7247.52,0.0,0.0,2029.31,2029.31,2026-04
179cc3a3-930e-4b99-98f0-f26e51d7386a,07BQNFU3961D3ZG,TX-08878,2026-04-01,2483.97,0.0,0.0,447.11,447.11,2026-03
4ff4b1b6-2429-4d3b-a964-4fec3ed12146,32XEPQM0336F6ZQ,TX-42424,2026-05-01,2265.98,0.0,0.0,634.47,634.47,2026-04
515605a3-4d76-43e9-a9cc-48ede07f3dc8,19IYITE9127Q9ZX,INV/26-27/3764,2026-03-29,22791.21,0.0,0.0,2734.95,2734.95,2026-03
71f38676-3565-4ab7-b09d-0ced8ea539cb,27HHPZM1535R7ZT,INV-05291,2026-04-05,55366.98,0.0,0.0,2768.35,2768.35,2026-04
b0734978-673f-4130-bc5c-cf50aca14105,07BSZNP3937V1ZL,INV-30984,2026-03-29,21587.05,0.0,0.0,2590.45,2590.45,2026-03
6f37d58d-e1cc-4864-89a8-0c0c348ea0aa,32XDLYF4300Q6ZF,TX-55776,2026-01-04,14621.04,0.0,0.0,4093.89,4093.89,2026-01
56b22d94-8bdf-459c-8bb6-90067203ab49,24YFPVG6368Z1ZM,INV-07464,2026-01-23,9960.88,0.0,0.0,1195.31,1195.31,2026-01
0b79215d-0eff-4d73-8363-f8a22354fec6,29UFUSM5911O9ZZ,RE-03060,2026-02-03,15821.07,1423.9,1423.9,0.0,2847.8,2026-02
08759569-59d7-48c7-bef8-4510dc779a8b,29ZDTPU2544S7ZJ,QT-53121,2026-04-06,9372.18,562.33,562.33,0.0,1124.66,2026-05
583e2471-60e8-4bdd-8426-7ea67a58620f,32PYTBX5165B8Z6,QT-95345,2026-02-09,79853.28,0.0,0.0,3992.66,3992.66,2026-02
ad9a621a-d9e1-44a9-945d-c2d199a9895b,24YFPVG6368Z1ZM,INV/26-27/62954,2026-05-31,227731.14,0.0,0.0,63764.72,63764.72,2026-05
1e98bbdd-a959-4fe5-b7e0-15cb8af0ad47,24ZTSCE2030L6ZR,QT-04987,2026-04-23,41611.72,0.0,0.0,7490.11,7490.11,2026-05
43147ad7-7e1b-4d52-bbe0-620973b83800,33NQMLB2128P2Z1,INV/26-27/54376,2026-05-25,22663.4,0.0,0.0,4079.41,4079.41,2026-05
997292b8-3c92-402d-8caf-3ee6fcac2059,33WJOCH2457T9Z1,TX-92463,2026-03-05,37284.5,0.0,0.0,6711.21,6711.21,2026-03
487555e3-47c0-46ea-94ff-d013abfd73bd,29YDDCO2672U5ZW,QT-07806,2026-05-11,3923.77,0.0,0.0,1098.66,1098.66,2026-05
9cf5c9ac-3947-48a5-b2d3-ebb4bb5e5332,29KTLLC3446J2ZP,INV/26-27/85290,2026-04-08,10934.51,0.0,0.0,546.73,546.73,2026-04
1837530c-d14b-420e-be38-9e648447ee62,09APIUL9181B7Z0,TX-11145,2026-04-09,113386.18,0.0,0.0,5669.31,5669.31,2026-05
7dfbe584-abf3-4f91-8e17-19ec292bcc16,33NUYTR2660Y4ZJ,RE-85211,2026-03-19,254929.26,0.0,0.0,12746.46,12746.46,2026-03
d4deb33b-94ea-410c-afb4-1f696eb74907,32QMUCF6354Q6ZR,INV-29166,2026-05-01,33809.6,0.0,0.0,1690.48,1690.48,2026-05
8ccd7a4b-c73f-429f-b682-350218f4fc5b,27ESIIA8541U1Z5,TX-65362,2026-04-28,13191.61,0.0,0.0,2374.49,2374.49,2026-05
91974d39-478c-4548-9ec1-503d5a2da48e,32XRELI5642J4ZO,QT-39164,2026-03-26,7383.02,0.0,0.0,369.15,369.15,2026-03
1e2543bd-6f4b-43b4-af35-e75173f6c970,32QMUCF6354Q6ZR,QT-96873,2026-01-29,5559.0,0.0,0.0,667.08,667.08,2026-02
0ab6d986-11c3-4781-80e7-24af8296e04d,24UWVGU1882O6ZJ,RE-81038,2026-02-04,5623.19,0.0,0.0,281.16,281.16,2026-03
523c8e37-62cf-4f1f-bf4b-38c5524fc2ed,29NNDJB2245J9Z0,TX-57674,2026-03-14,51090.44,0.0,0.0,14305.32,14305.32,2026-03
596a04f2-58ca-42e4-8d9a-f476bf56fe35,33NQMLB2128P2Z1,RE-32072,2026-03-07,11213.0,1569.82,1569.82,0.0,3139.64,2026-03
7a9006df-eebe-4eb6-b47d-c64086afdec3,24UWVGU1882O6ZJ,TX-74290,2026-03-25,92431.09,0.0,0.0,4621.55,4621.55,2026-03
2fb50379-8a17-47a5-a3b7-6d704298782c,24MLHTC4264V5Z2,RE-27033,2026-04-27,6921.75,0.0,0.0,830.61,830.61,2026-04
b0809b00-24af-48cc-b29d-2b33d6d91b91,32GGZUX1654Y5ZO,INV-77561,2026-05-31,8802.56,0.0,0.0,440.13,440.13,2026-05
99b5b54d-0724-480c-9a3c-f8bcd9bea763,09OQIDS9990V7ZW,INV-98192,2026-05-30,77757.7,0.0,0.0,13996.39,13996.39,2026-06
66379be2-fd5c-4748-bf86-e0d3bd07a08f,09VBEHT5216W7ZH,QT-18925,2026-03-02,14265.94,0.0,0.0,2567.87,2567.87,2026-03
b9f5f86b-adfc-4f51-bb8a-b30be5d5ad3d,24MLHTC4264V5Z2,RE-61595,2026-05-05,17843.86,0.0,0.0,3211.89,3211.89,2026-05
901091c4-0382-41b9-b6c8-8eb06f65da54,29ZDTPU2544S7ZJ,TX-64238,2026-02-06,38241.69,3441.75,3441.75,0.0,6883.5,2026-03
14867d63-b262-4fd4-b2f1-fd076648e7d5,24KIJSU5001T1Z5,INV/26-27/35370,2026-04-19,10259.71,0.0,0.0,1231.17,1231.17,2026-06
876598ba-5454-46c8-9b56-f0c5e0df604f,19IYITE9127Q9ZX,RE-16713,2026-01-23,9894.85,593.69,593.69,0.0,1187.38,2026-01
37d5f900-4dc9-4d51-9f11-12f20ed3d8ab,24MLHTC4264V5Z2,INV/26-27/16450,2026-05-24,16755.37,0.0,0.0,3015.97,3015.97,2026-05
9eb137d9-9937-4b98-af87-f4d89c126e75,33KYRXQ3502N6ZT,TX-54341,2026-05-24,31361.32,1881.68,1881.68,0.0,3763.36,2026-05
548580ff-da95-4f73-a81e-d3089d437f3e,24ZTSCE2030L6ZR,RE-48562,2026-03-22,6711.67,0.0,0.0,335.58,335.58,2026-04
d92e633d-d542-4441-8573-66b907023765,19EFUIW7209C4ZQ,INV/26-27/17263,2026-03-08,152362.31,0.0,0.0,27425.22,27425.22,2026-03
22e71ba8-0003-42c8-b859-30b0dbdd1bd2,32KFKXP6873A6ZJ,INV-19048,2026-04-20,16878.43,1519.06,1519.06,0.0,3038.12,2026-04
2988878c-1212-447b-a08e-edaba225e12a,09OQIDS9990V7ZW,TX-72542,2026-03-19,57933.1,0.0,0.0,16221.27,16221.27,2026-04
ec5fdab0-52d9-44c5-978d-409e1519e584,32MIZGW1045V1Z9,INV-45549,2026-02-11,3967.53,0.0,0.0,476.1,476.1,2026-02
b1b0fe8b-2eb0-4513-bb4e-c03c6f5c786b,33KYRXQ3502N6ZT,TX-32826,2026-02-04,8372.92,0.0,0.0,418.65,418.65,2026-03
4bd89c04-a5a2-489d-97e1-ce1fcc3c5e15,32GGZUX1654Y5ZO,INV-74799,2026-05-09,168176.64,0.0,0.0,30271.8,30271.8,2026-06
9b6c3bbc-b16f-4049-a66f-556a88480865,19YFSGK6237C1ZT,TX-19649,2026-02-14,18880.78,0.0,0.0,5286.62,5286.62,2026-03
52942c63-1318-47de-b150-04a313d7eff5,24CSWQT7242K8ZP,QT-51327,2026-03-16,34265.46,0.0,0.0,1713.27,1713.27,2026-04
4375f4e3-528e-4399-a1fc-e2e9ccc338a7,07OVPDD3878L4ZF,INV/26-27/97583,2026-02-10,10854.87,0.0,0.0,3039.36,3039.36,2026-02
1d3fef3a-28f2-4cef-ac68-3bd55f218346,19SHGDF1571G8ZH,QT-16689,2026-02-28,36233.36,0.0,0.0,4348.0,4348.0,2026-02
58e06a08-d275-49bd-ab8c-a4233d35590d,19YFSGK6237C1ZT,TX-88159,2026-05-30,44486.29,0.0,0.0,5338.35,5338.35,2026-04
6736cae6-fa6a-4c53-82d5-cfcea0d5d4b3,32JTGJQ3646R6ZE,TX-50455,2026-04-11,15216.04,0.0,0.0,760.8,760.8,2026-06
6da5aea4-fac2-44d2-8a52-a8dd89b29245,09OQIDS9990V7ZW,RE-36685,2026-03-28,3544.89,0.0,0.0,177.24,177.24,2026-03
99886cd4-8cad-4fc0-8351-eaf2e2ace846,09RKTAC2178A9ZT,INV-29481,2026-05-06,8918.6,0.0,0.0,445.93,445.93,2026-06
72e92b0f-d5ef-4c11-8f38-6f620d7eb551,24ZTSCE2030L6ZR,INV/26-27/90345,2026-04-25,13119.96,0.0,0.0,656.0,656.0,2026-04
b10931ed-5b54-4fad-b676-00c3dd1a6113,24UWVGU1882O6ZJ,QT-52797,2026-05-09,19389.59,0.0,0.0,3490.13,3490.13,2026-04
8ba6a39f-9e54-4e5a-b1aa-65e0aaa9b801,32XRELI5642J4ZO,INV/26-27/94795,2026-05-10,24270.85,606.77,606.77,0.0,1213.54,2026-06
9fb032af-da4c-4946-91d6-2e97a4474ecd,24KIJSU5001T1Z5,TX-35160,2026-05-28,19829.88,0.0,0.0,3569.38,3569.38,2026-06
176be6ef-2952-4231-98f1-5a7e6ab6432f,27AHFDG3071M9ZE,INV/26-27/17548,2026-04-10,30537.41,0.0,0.0,5496.73,5496.73,2026-04
eb903008-d315-47b8-9f1f-c4ada363daaa,32KFKXP6873A6ZJ,RE-39967,2026-05-24,31422.42,0.0,0.0,5656.04,5656.04,2026-06
258c49a7-02f3-408a-8ca7-ad5ae9f3fc3c,07XRVQY2624H6Z6,TX-10070,2026-03-02,28334.14,0.0,0.0,5100.15,5100.15,2026-03
88a68ab6-d905-4090-ac06-96dd7e4f11e0,09OQIDS9990V7ZW,INV-91415,2026-04-05,146811.48,0.0,0.0,17617.38,17617.38,2026-04
e4082b96-7182-4cab-82bb-0e4fa27fb3ec,19IYITE9127Q9ZX,INV/26-27/50283,2026-01-04,31167.84,0.0,0.0,3740.14,3740.14,2026-01
